Date,Estimated_PPF(umol/m^2*s^1)
2021-08-06,960.7857142857143
2021-08-07,956.4285714285714
2021-08-08,952.0714285714286
2021-08-09,952.0714285714286
2021-08-10,947.3571428571429
2021-08-11,942.8571428571429
2021-08-12,938.0
2021-08-13,933.1428571428571
2021-08-14,932.6428571428571
2021-08-15,927.7857142857143
2021-08-16,922.7142857142857
2021-08-17,917.5
2021-08-18,916.7142857142857
2021-08-19,911.4285714285714
2021-08-20,906.2142857142857
2021-08-21,900.6428571428571
2021-08-22,899.5
2021-08-23,893.8571428571429
2021-08-24,888.4285714285714
2021-08-25,886.8571428571429
2021-08-26,881.4285714285714
2021-08-27,875.6428571428571
2021-08-28,869.7857142857143
2021-08-29,867.8571428571429
2021-08-30,861.7857142857143
2021-08-31,925.8461538461538
2021-09-01,919.1538461538462
2021-09-02,912.6153846153846
2021-09-03,910.3846153846154
2021-09-04,903.4615384615385
2021-09-05,971.4166666666666
2021-09-06,968.5833333333334
2021-09-07,961.1666666666666
2021-09-08,957.9166666666666
2021-09-09,950.1666666666666
2021-09-10,942.6666666666666
2021-09-11,939.0833333333334
2021-09-12,930.75
2021-09-13,926.75
2021-09-14,918.6666666666666
2021-09-15,910.25
2021-09-16,906.0833333333334
2021-09-17,897.5833333333334
2021-09-18,893.25
2021-09-19,884.75
2021-09-20,880.1666666666666
2021-09-21,871.5
2021-09-22,862.9166666666666
2021-09-23,858.0833333333334
2021-09-24,849.5833333333334
2021-09-25,844.5833333333334
2021-09-26,835.8333333333334
2021-09-27,826.9166666666666
2021-09-28,821.8333333333334
2021-09-29,812.9166666666666
2021-09-30,807.5
2021-10-01,798.75
2021-10-02,793.3333333333334
2021-10-03,784.5
2021-10-04,775.6666666666666
2021-10-05,840.1818181818181
2021-10-06,830.5454545454545
2021-10-07,824.7272727272727
2021-10-08,815.0909090909091
2021-10-09,805.6363636363636
2021-10-10,799.5454545454545
2021-10-11,789.9090909090909
2021-10-12,780.5454545454545
2021-10-13,774.3636363636364
2021-10-14,764.9090909090909
2021-10-15,758.6363636363636
2021-10-16,749.3636363636364
2021-10-17,739.8181818181819
2021-10-18,733.6363636363636
2021-10-19,724.5454545454545
2021-10-20,715.0909090909091
2021-10-21,708.5454545454545
2021-10-22,699.3636363636364
2021-10-23,689.9090909090909
2021-10-24,683.7272727272727
2021-10-25,674.3636363636364
2021-10-26,668.2727272727273
2021-10-27,659.3636363636364
2021-10-28,650.5454545454545
2021-10-29,644.3636363636364
2021-10-30,699.4
2021-10-31,690.1
2021-11-01,683.7
2021-11-02,674.9
2021-11-03,668.5
2021-11-04,659.9
2021-11-05,653.9
2021-11-06,645.4
2021-11-07,637.0
2021-11-08,631.2
2021-11-09,623.2
2021-11-10,617.7
2021-11-11,609.7
2021-11-12,604.2
2021-11-13,596.5
2021-11-14,591.3
2021-11-15,584.1
2021-11-16,579.0
2021-11-17,571.9
2021-11-18,567.2
2021-11-19,622.7777777777778
2021-11-20,617.5555555555555
2021-11-21,610.2222222222222
2021-11-22,605.2222222222222
2021-11-23,598.3333333333334
2021-11-24,593.6666666666666
2021-11-25,587.0
2021-11-26,583.0
2021-11-27,576.8888888888889
2021-11-28,573.0
2021-11-29,567.1111111111111
2021-11-30,561.6666666666666
2021-12-01,558.5555555555555
2021-12-02,553.5555555555555
2021-12-03,550.8888888888889
2021-12-04,546.1111111111111
2021-12-05,542.0
2021-12-06,539.7777777777778
2021-12-07,535.8888888888889
2021-12-08,532.3333333333334
2021-12-09,530.8888888888889
2021-12-10,527.7777777777778
2021-12-11,525.0
2021-12-12,524.1111111111111
2021-12-13,521.7777777777778
2021-12-14,519.3333333333334
2021-12-15,517.6666666666666
2021-12-16,516.0
2021-12-17,516.1111111111111
2021-12-18,515.1111111111111
2021-12-19,514.2222222222222
2021-12-20,513.4444444444445
2021-12-21,512.8888888888889
2021-12-22,512.6666666666666
2021-12-23,512.6666666666666
2021-12-24,512.8888888888889
2021-12-25,513.5555555555555
2021-12-26,515.6666666666666
2021-12-27,516.8888888888889
2021-12-28,517.8888888888889
2021-12-29,519.3333333333334
2021-12-30,520.8888888888889
2021-12-31,522.7777777777778
