Date,Time,Julian_Day,Julian_Century,Geom_Mean_Long_Sun(deg),Geom_Mean_Anom_Sun(deg),Eccent_Earth_Orbit,Sun_Eq_of_Ctr,Sun_True_Long(deg),Sun_True_Anom(deg),Sun_Rad_Vector(AUs),Sun_App_Long(deg),Mean_Obliq_Ecliptic(deg),Obliq_Corr(deg),Sun_Rt_Ascen(deg),Sun_Declin(deg),var_y,Eq_of_Time(min),HA_Sunrise(deg),Solar_Noon(LST),Sunrise_Time(LST),Sunset_Time(LST),Sunlight_Duration(min),Dark_Duration(min),True_Solar_Time(min),Hour_Angle(deg),Solar_Zenith_Angle(deg),Solar_Elevation_Angle(deg),Approx_Atomospheric_Refraction,Solar_Elevation_corr(deg),Solar_Azimuth_Angle(deg_cw_from_N)
2021-08-14,12:00:00,2459441.2916666665,0.21618868355007562,143.42551050780366,8140.116394064507,0.016699540154662414,-1.2135556657975906,142.21195484200607,8138.90283839871,1.0128853818924821,142.20186804011954,23.436479754867566,23.43748406866206,144.563057501191,14.109300500441051,0.043027705347290286,-4.589729747678146,103.64893801898634,12:32:11,5:37:35,19:26:46,829.1915041518907,610.8084958481093,687.8102702523219,-8.047432436919536,27.50303002935242,62.496969970647584,0.008399715446387783,62.50536968609397,162.9021933465176
2021-08-15,12:00:00,2459442.2916666665,0.2162160620579469,144.4111578715565,8141.101994344413,0.01669953900225213,-1.23843201450768,143.17272585704882,8139.863562329905,1.0127030868319353,143.16264079017134,23.43647939883288,23.437485888519955,145.4989805894848,13.79615019290439,0.0430277122193164,-4.391091566093102,103.35324994741359,12:31:59,5:38:34,19:25:23,826.8259995793087,613.1740004206913,688.0089084339069,-7.997772891523283,27.796943340116222,62.20305665988378,0.008505122759282818,62.21156178264306,163.15716936216324
2021-08-16,12:00:00,2459443.2916666665,0.21624344056581823,145.39680523531024,8142.087594624316,0.016699537849841652,-1.2629588984089304,144.1338463369013,8140.824635725907,1.012517093450401,144.12376300878708,23.436479042798194,23.437487707518134,146.43271990379515,13.479353032275286,0.0430277190880967,-4.1837634281934,103.05532667235902,12:31:47,5:39:33,19:24:00,824.4426133788721,615.5573866211279,688.2162365718066,-7.945940857048356,28.09436231438039,61.90563768561961,0.008612366586096033,61.91425005220571,163.4135881132213
2021-08-17,12:00:00,2459444.2916666665,0.21627081907368956,146.38245259906398,8143.073194904222,0.01669953669743099,-1.287129152479388,145.0953234465846,8141.786065751742,1.012327452730284,145.08524186098626,23.436478686763508,23.437489525654733,147.36431923654328,13.15899630449715,0.04302772595362416,-3.967923019004196,102.75525715524685,12:31:34,5:40:32,19:22:35,822.0420572419748,617.9579427580252,688.4320769809958,-7.891980754751046,28.39522877808354,61.604771221916465,0.008721457147926897,61.61349267906439,163.67122418427653
2021-08-18,12:00:00,2459445.2916666665,0.21629819758156088,147.36809996281954,8144.058795184125,0.01669953554502013,-1.3109356978215294,146.05716426499802,8142.747859486304,1.0121342167124043,146.04708442566678,23.43647833072882,23.437491342927895,148.2938245661279,12.835167515686686,0.04302773281589175,-3.7437564090068682,102.45312799093475,12:31:20,5:41:31,19:21:08,819.625023927478,620.374976072522,688.6562435909931,-7.835939102251729,28.699483735169604,61.30051626483039,0.008832405073464574,61.309348669903855,163.9298576233282
2021-08-19,12:00:00,2459446.2916666665,0.2163255760894322,148.3537473265751,8145.0443954640305,0.016699534392609086,-1.3343715436392292,147.01937578293587,8143.710023920391,1.0119374384851763,147.00929769362145,23.43647797469414,23.43749315933577,149.22128398996128,12.507954373886166,0.04302773967489249,-3.5114577414872086,102.14902342492488,12:31:06,5:42:30,19:19:41,817.192187399399,622.807812600601,688.8885422585128,-7.777864435371811,29.007067334136583,60.99293266586342,0.00894522139111479,61.00187788725454,164.18927401277597
2021-08-20,12:00:00,2459447.2916666665,0.21635295459730353,149.33939469033157,8146.029995743935,0.01669953324019785,-1.3574297892084344,147.98196490112315,8144.672565954726,1.0117371721735038,147.97188856557375,23.436477618659453,23.43749497487649,150.14674765773222,12.177444772620836,0.04302774653061934,-3.2712289234011256,101.84302537617845,12:30:52,5:43:29,19:18:14,814.7442030094276,625.2557969905724,689.1287710765988,-7.717807230850298,29.31791883715831,60.68208116284169,0.009059917521206867,60.6911410803629,164.4492645203693
2021-08-21,12:00:00,2459448.2916666665,0.21638033310517485,150.32504205408804,8147.015596023838,0.016699532087786427,-1.3801036258432409,148.9449384282448,8145.635492397995,1.0115334729273906,148.9348638502071,23.436477262624766,23.43749678954821,151.07026770499027,11.843726776235332,0.0430277533830653,-3.0232793207313757,101.53521346519284,12:30:37,5:44:28,19:16:45,812.2817077215427,627.7182922784573,689.3767206792686,-7.65581983018285,29.631976591741605,60.368023408258395,0.009176505268227698,60.377199913526624,164.70962593138609
2021-08-22,12:00:00,2459449.2916666665,0.21640771161304617,151.31068941784542,8148.001196303742,0.01669953093537481,-1.4023863388556743,149.90830307898975,8146.598809964887,1.0113263969102675,149.898230262209,23.436476906590084,23.437498603349077,151.99189818717676,11.50688860696452,0.043027760232223405,-2.767825459246583,101.22566504699644,12:30:22,5:45:27,19:15:16,809.8053203759715,630.1946796240285,689.6321745407533,-7.591956364811665,29.949178004884168,60.05082199511583,0.00929499681302953,60.060116991928865,164.97016066326785
2021-08-23,12:00:00,2459450.2916666665,0.2164350901209175,152.2963367816028,8148.9867965836465,0.016699529782963005,-1.4242713095094275,150.87206547209337,8147.562525274137,1.01111600128703,150.86199442031327,23.436476550555398,23.437500416277228,152.9116950141833,11.167018633704583,0.0430277670780866,-2.505090731498205,100.91445524873969,12:30:06,5:46:26,19:13:45,807.3156419899175,632.6843580100825,689.8949092685018,-7.5262726828745485,30.26945951967247,59.730540480327534,0.009415404704947528,59.73995588503248,165.2306767639127
