"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DLY-DUTR-NORMAL","DLY-DUTR-STDDEV","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","DLY-TAVG-NORMAL","DLY-TAVG-STDDEV","DLY-TMAX-NORMAL","DLY-TMAX-STDDEV","DLY-TMIN-NORMAL","DLY-TMIN-STDDEV","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-01","18.0","7.2","0.03","0.08","0.21","32.0","147","21","2","1.0","1.0","2.5","190","154","44","16","2",,,,,,,,"22.1","11.1","31.1","11.0","13.1","12.4","0.05","0.4","0.05","0.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-02","18.0","7.2","0.03","0.08","0.21","32.0","147","21","2","1.0","1.0","2.4","191","155","43","15","3",,,,,,,,"22.1","11.1","31.1","11.0","13.1","12.4","0.10","0.8","0.10","0.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-03","18.0","7.2","0.03","0.08","0.20","32.0","146","21","2","1.0","1.0","2.4","192","155","43","16","3",,,,,,,,"22.1","11.2","31.0","11.0","13.1","12.5","0.16","1.2","0.16","1.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-04","17.9","7.2","0.03","0.08","0.20","32.0","146","20","3","1.0","1.0","2.4","192","155","43","16","3",,,,,,,,"22.0","11.2","31.0","11.0","13.1","12.5","0.21","1.6","0.21","1.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-05","17.9","7.1","0.03","0.08","0.20","32.0","145","20","3","1.0","1.0","2.3","194","156","43","16","3",,,,,,,,"22.0","11.2","31.0","11.0","13.0","12.6","0.26","2.0","0.26","2.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-06","17.9","7.1","0.03","0.08","0.20","31.9","145","20","3","1.0","1.0","2.3","194","156","43","16","3",,,,,,,,"22.0","11.3","30.9","11.0","13.0","12.6","0.31","2.4","0.31","2.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-07","17.9","7.1","0.03","0.08","0.19","31.9","144","20","3","1.0","1.0","2.3","194","156","43","16","4",,,,,,,,"21.9","11.3","30.9","11.1","13.0","12.6","0.36","2.8","0.36","2.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-08","17.9","7.1","0.03","0.08","0.19","31.8","144","20","3","1.0","1.0","2.2","194","156","43","17","4",,,,,,,,"21.9","11.3","30.8","11.1","12.9","12.6","0.41","3.2","0.41","3.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-09","17.9","7.1","0.03","0.08","0.19","31.7","143","19","4","1.0","1.0","2.2","194","155","43","17","4",,,,,,,,"21.9","11.3","30.8","11.0","12.9","12.7","0.46","3.6","0.46","3.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-10","17.9","7.1","0.03","0.08","0.19","31.6","142","19","4","1.0","1.0","2.2","194","155","43","17","4",,,,,,,,"21.8","11.3","30.8","11.0","12.9","12.7","0.51","4.0","0.51","4.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-11","17.8","7.1","0.03","0.08","0.19","31.5","142","19","4","1.0","1.0","2.2","194","154","43","17","4",,,,,,,,"21.8","11.3","30.7","11.0","12.9","12.7","0.56","4.4","0.56","4.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-12","17.8","7.1","0.03","0.08","0.19","31.3","141","19","4","1.0","1.0","2.2","193","153","42","17","4",,,,,,,,"21.8","11.3","30.7","11.0","12.9","12.7","0.61","4.8","0.61","4.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-13","17.8","7.1","0.03","0.08","0.19","31.2","140","18","4","1.0","1.0","2.2","192","152","42","17","4",,,,,,,,"21.7","11.3","30.7","11.0","12.8","12.7","0.66","5.2","0.66","5.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-14","17.8","7.0","0.03","0.08","0.19","31.0","139","18","4","1.0","1.0","2.3","191","151","42","17","5",,,,,,,,"21.7","11.3","30.6","11.0","12.8","12.7","0.71","5.6","0.71","5.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-15","17.8","7.0","0.03","0.08","0.18","31.0","139","18","4","1.0","1.0","2.3","191","150","43","18","5",,,,,,,,"21.7","11.4","30.6","11.0","12.8","12.8","0.75","6.1","0.75","6.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-16","17.8","7.0","0.03","0.08","0.18","30.9","138","17","5","1.0","1.0","2.3","190","149","43","18","5",,,,,,,,"21.7","11.4","30.6","11.0","12.7","12.8","0.79","6.5","0.79","6.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-17","17.8","7.0","0.03","0.08","0.18","30.8","138","17","5","1.0","1.0","2.3","188","148","43","18","5",,,,,,,,"21.6","11.4","30.6","11.0","12.7","12.9","0.84","7.0","0.84","7.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-18","17.9","7.0","0.03","0.08","0.18","30.7","137","17","5","1.0","1.0","2.4","187","148","44","18","5",,,,,,,,"21.6","11.5","30.6","11.0","12.7","12.9","0.88","7.5","0.88","7.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-19","17.9","6.9","0.03","0.08","0.18","30.7","137","17","5","1.0","1.0","2.4","186","147","44","18","5",,,,,,,,"21.6","11.5","30.6","11.0","12.7","13.0","0.92","7.9","0.92","7.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-20","17.9","6.9","0.03","0.08","0.18","30.7","137","16","5","1.0","1.0","2.4","185","146","44","18","5",,,,,,,,"21.6","11.5","30.6","11.0","12.7","13.0","0.97","8.4","0.97","8.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-21","17.9","6.9","0.03","0.08","0.18","30.7","137","16","5","1.0","1.0","2.5","183","145","45","19","5",,,,,,,,"21.6","11.6","30.6","11.1","12.6","13.1","1.01","8.9","1.01","8.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-22","18.0","6.9","0.03","0.08","0.18","30.7","137","16","5","1.0","1.1","2.5","182","144","45","19","5",,,,,,,,"21.6","11.6","30.6","11.1","12.6","13.1","1.05","9.3","1.05","9.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-23","18.0","6.9","0.03","0.08","0.18","30.8","137","15","5","1.0","1.1","2.5","180","143","46","19","5",,,,,,,,"21.6","11.6","30.6","11.1","12.6","13.1","1.09","9.8","1.09","9.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-24","18.1","6.9","0.03","0.08","0.18","30.8","138","15","5","1.0","1.1","2.6","178","142","46","19","5",,,,,,,,"21.6","11.7","30.7","11.1","12.6","13.2","1.13","10.2","1.13","10.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-25","18.1","6.9","0.03","0.08","0.18","30.8","138","15","5","1.0","1.1","2.6","176","140","46","19","5",,,,,,,,"21.7","11.7","30.7","11.1","12.6","13.2","1.17","10.6","1.17","10.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-26","18.2","6.9","0.03","0.08","0.18","30.8","139","15","5","1.0","1.1","2.6","174","139","46","19","4",,,,,,,,"21.7","11.7","30.8","11.1","12.6","13.2","1.21","11.0","1.21","11.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-27","18.2","6.9","0.03","0.08","0.18","30.8","139","14","5","1.0","1.1","2.7","172","137","46","19","4",,,,,,,,"21.7","11.7","30.9","11.1","12.6","13.3","1.24","11.4","1.24","11.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-28","18.3","6.9","0.03","0.08","0.18","30.8","140","14","5","1.0","1.1","2.7","169","136","46","19","4",,,,,,,,"21.8","11.7","30.9","11.1","12.6","13.3","1.28","11.7","1.28","11.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-29","18.4","6.9","0.03","0.08","0.19","30.9","140","14","4","1.0","1.1","2.7","167","134","47","19","4",,,,,,,,"21.9","11.7","31.0","11.1","12.7","13.3","1.32","12.1","1.32","12.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-30","18.5","7.0","0.03","0.08","0.19","30.9","141","13","4","1.0","1.1","2.8","165","133","47","19","4",,,,,,,,"21.9","11.7","31.2","11.1","12.7","13.3","1.36","12.5","1.36","12.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","01-31","18.5","7.0","0.03","0.08","0.19","31.0","142","13","4","1.0","1.1","2.8","163","131","47","19","4",,,,,,,,"22.0","11.7","31.3","11.0","12.8","13.3","1.40","12.9","1.40","12.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-01","18.6","7.0","0.03","0.08","0.19","31.0","142","13","4","1.0","1.2","2.8","161","130","47","19","-5555",,,,,,,,"22.1","11.7","31.4","11.0","12.8","13.3","0.04","0.4","1.44","13.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-02","18.7","7.0","0.03","0.08","0.19","31.1","143","13","4","1.0","1.2","2.9","158","128","47","19","-5555",,,,,,,,"22.2","11.6","31.6","10.9","12.9","13.2","0.08","0.7","1.48","13.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-03","18.8","7.0","0.03","0.08","0.19","31.1","143","13","4","1.0","1.2","2.9","156","127","47","19","-5555",,,,,,,,"22.4","11.6","31.8","10.9","13.0","13.2","0.13","1.1","1.53","14.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-04","18.9","7.0","0.03","0.09","0.19","31.2","144","13","4","1.0","1.2","2.9","154","125","46","18","-5555",,,,,,,,"22.5","11.5","32.0","10.8","13.1","13.1","0.17","1.4","1.57","14.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-05","19.0","7.0","0.03","0.09","0.19","31.3","145","13","4","1.0","1.2","3.0","152","124","46","18","-5555",,,,,,,,"22.7","11.4","32.2","10.7","13.2","13.0","0.22","1.8","1.62","14.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-06","19.1","7.0","0.03","0.09","0.19","31.4","146","14","4","1.0","1.2","3.0","150","123","46","17","-5555",,,,,,,,"22.9","11.4","32.4","10.7","13.3","13.0","0.26","2.1","1.66","15.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-07","19.2","6.9","0.03","0.09","0.20","31.6","147","14","4","1.0","1.2","3.0","148","121","46","17","-5555",,,,,,,,"23.1","11.3","32.7","10.6","13.5","12.9","0.31","2.4","1.71","15.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-08","19.3","6.9","0.03","0.09","0.20","31.7","148","14","4","1.0","1.2","3.0","146","120","45","17","-5555",,,,,,,,"23.3","11.2","33.0","10.6","13.6","12.8","0.35","2.7","1.75","15.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-09","19.4","6.9","0.03","0.09","0.20","31.8","148","14","4","1.0","1.2","3.0","145","119","45","16","-5555",,,,,,,,"23.5","11.2","33.2","10.6","13.8","12.7","0.40","3.0","1.80","15.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-10","19.5","6.9","0.03","0.09","0.20","32.0","149","14","4","1.0","1.3","3.0","143","118","44","16","-5555",,,,,,,,"23.8","11.1","33.5","10.5","14.0","12.6","0.44","3.4","1.84","16.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-11","19.7","6.9","0.03","0.09","0.20","32.1","150","15","3","1.0","1.3","3.0","141","117","44","16","-5555",,,,,,,,"24.0","11.0","33.9","10.5","14.2","12.5","0.49","3.7","1.89","16.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-12","19.8","6.9","0.03","0.09","0.20","32.2","151","15","3","1.0","1.3","3.0","140","116","43","15","-5555",,,,,,,,"24.3","10.9","34.2","10.5","14.4","12.4","0.54","4.0","1.94","16.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-13","19.9","6.9","0.03","0.09","0.20","32.3","151","16","3","1.0","1.3","3.0","138","114","42","15","-5555",,,,,,,,"24.6","10.9","34.6","10.4","14.7","12.3","0.59","4.3","1.99","17.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-14","20.0","6.9","0.03","0.09","0.20","32.4","152","16","3","1.0","1.3","2.9","136","113","42","15","-5555",,,,,,,,"24.9","10.8","34.9","10.4","15.0","12.1","0.64","4.6","2.04","17.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-15","20.1","6.8","0.03","0.09","0.20","32.5","152","16","3","1.0","1.2","2.9","135","111","41","14","-5555",,,,,,,,"25.3","10.7","35.3","10.4","15.2","12.0","0.69","4.8","2.09","17.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-16","20.2","6.8","0.03","0.09","0.21","32.5","152","17","3","1.0","1.2","2.9","133","110","40","14","-5555",,,,,,,,"25.6","10.6","35.7","10.3","15.5","11.8","0.74","5.1","2.14","18.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-17","20.3","6.8","0.03","0.09","0.21","32.5","153","17","3","1.0","1.2","2.9","131","109","39","13","-5555",,,,,,,,"26.0","10.5","36.1","10.3","15.8","11.7","0.79","5.4","2.19","18.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-18","20.4","6.8","0.03","0.09","0.21","32.5","153","17","3","1.0","1.2","2.9","130","107","38","13","-5555",,,,,,,,"26.4","10.4","36.6","10.2","16.2","11.6","0.84","5.6","2.24","18.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-19","20.5","6.8","0.03","0.09","0.21","32.4","153","18","3","1.0","1.2","2.8","128","106","37","12","0",,,,,,,,"26.8","10.3","37.0","10.2","16.5","11.4","0.90","5.9","2.30","18.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-20","20.6","6.8","0.03","0.09","0.21","32.3","152","18","3","1.0","1.2","2.8","126","105","36","12","0",,,,,,,,"27.2","10.2","37.5","10.2","16.9","11.3","0.95","6.1","2.35","19.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-21","20.7","6.8","0.03","0.09","0.21","32.2","152","19","3","1.0","1.2","2.8","124","103","35","11","0",,,,,,,,"27.6","10.1","37.9","10.1","17.2","11.1","1.00","6.4","2.40","19.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-22","20.8","6.8","0.03","0.09","0.21","32.1","151","19","3","1.0","1.2","2.8","122","102","34","11","0",,,,,,,,"28.0","10.0","38.4","10.1","17.6","11.0","1.06","6.6","2.46","19.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-23","20.9","6.8","0.03","0.09","0.21","32.0","151","20","3","1.0","1.2","2.8","121","101","33","11","0",,,,,,,,"28.5","9.9","38.9","10.1","18.0","10.8","1.11","6.9","2.51","19.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-24","21.0","6.8","0.03","0.09","0.22","31.9","151","20","3","1.0","1.2","2.8","119","100","32","10","0",,,,,,,,"28.9","9.8","39.4","10.0","18.4","10.7","1.16","7.1","2.56","20.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-25","21.0","6.8","0.03","0.09","0.22","31.8","150","21","3","1.0","1.2","2.8","118","98","32","10","0",,,,,,,,"29.4","9.7","39.9","10.0","18.8","10.5","1.22","7.3","2.62","20.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-26","21.1","6.8","0.03","0.09","0.22","31.6","150","21","3","1.0","1.2","2.8","115","96","30","9","0",,,,,,,,"29.8","9.6","40.4","9.9","19.3","10.3","1.27","7.6","2.67","20.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-27","21.2","6.8","0.03","0.09","0.22","31.5","149","22","3","1.0","1.2","2.8","113","95","29","9","0",,,,,,,,"30.3","9.5","40.9","9.9","19.7","10.1","1.33","7.8","2.73","20.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-28","21.3","6.8","0.03","0.09","0.22","31.3","149","22","3","1.0","1.2","2.8","111","93","28","9","0",,,,,,,,"30.8","9.3","41.4","9.9","20.1","10.0","1.38","8.0","2.78","20.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","02-29","21.3","6.8","0.03","0.09","0.22","31.2","149","23","3","1.0","1.2","2.7","108","91","27","8","0",,,,,,,,"31.0","9.3","41.6","9.9","20.3","9.9",,,,
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-01","21.3","6.8","0.03","0.09","0.23","31.0","149","23","3","1.0","1.1","2.7","106","89","26","8","0",,,,,,,,"31.2","9.2","41.9","9.8","20.6","9.8","0.05","0.2","2.83","21.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-02","21.4","6.8","0.03","0.09","0.23","30.9","149","24","3","1.0","1.1","2.7","103","87","26","8","0",,,,,,,,"31.7","9.1","42.4","9.8","21.0","9.6","0.10","0.3","2.88","21.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-03","21.5","6.8","0.03","0.09","0.23","30.8","149","24","3","1.0","1.1","2.7","101","85","25","8","0",,,,,,,,"32.2","9.0","42.9","9.8","21.4","9.4","0.15","0.5","2.93","21.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-04","21.5","6.8","0.03","0.09","0.23","30.6","149","25","3","1.0","1.1","2.7","99","84","24","8","0",,,,,,,,"32.7","9.0","43.4","9.9","21.9","9.3","0.20","0.6","2.98","21.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-05","21.6","6.9","0.03","0.09","0.23","30.5","149","25","3","-6666","-6666","-6666","97","82","23","7","0",,,,,,,,"33.1","8.9","43.9","9.9","22.3","9.1","0.25","0.8","3.03","21.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-06","21.7","6.9","0.03","0.09","0.24","30.4","150","26","3","-6666","-6666","-6666","95","81","23","7","0",,,,,,,,"33.6","8.8","44.4","9.9","22.8","9.0","0.30","0.9","3.08","21.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-07","21.7","6.9","0.03","0.09","0.24","30.3","150","26","3","-6666","-6666","-6666","93","79","22","7","0",,,,,,,,"34.1","8.8","44.9","9.9","23.2","8.8","0.35","1.1","3.13","22.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-08","21.8","6.9","0.03","0.10","0.24","30.2","151","27","3","-6666","-6666","-6666","91","78","21","7","0",,,,,,,,"34.6","8.7","45.4","9.9","23.7","8.7","0.40","1.2","3.18","22.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-09","21.8","7.0","0.03","0.10","0.24","30.1","151","27","3","-6666","-6666","-6666","89","76","21","7","0",,,,,,,,"35.0","8.6","45.9","9.9","24.1","8.5","0.45","1.4","3.23","22.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-10","21.9","7.0","0.03","0.10","0.24","30.0","152","28","3","-6666","-6666","-6666","87","75","20","7","0",,,,,,,,"35.5","8.5","46.4","9.9","24.5","8.4","0.51","1.5","3.29","22.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-11","21.9","7.0","0.04","0.10","0.25","29.9","153","28","2","-6666","-6666","-6666","85","73","20","6","0",,,,,,,,"35.9","8.4","46.9","9.9","24.9","8.2","0.56","1.6","3.34","22.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-12","22.0","7.1","0.04","0.10","0.25","29.8","154","29","2","-6666","-6666","-6666","83","72","19","6","0",,,,,,,,"36.4","8.4","47.4","9.9","25.4","8.1","0.61","1.7","3.39","22.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-13","22.1","7.1","0.04","0.10","0.25","29.8","155","29","2","-6666","-6666","-6666","81","70","19","6","0",,,,,,,,"36.8","8.3","47.8","9.9","25.8","7.9","0.66","1.9","3.44","22.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-14","22.1","7.2","0.04","0.10","0.25","29.8","156","29","2","-6666","-6666","-6666","79","69","18","6","0",,,,,,,,"37.2","8.2","48.3","9.9","26.1","7.8","0.71","2.0","3.49","22.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-15","22.2","7.2","0.04","0.10","0.25","29.8","157","29","2","-6666","-6666","-6666","77","68","18","6","0",,,,,,,,"37.6","8.1","48.7","9.9","26.5","7.7","0.77","2.1","3.55","23.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-16","22.2","7.2","0.04","0.10","0.26","29.8","158","29","2","-6666","-6666","-6666","75","66","18","5","0",,,,,,,,"38.0","8.0","49.1","9.9","26.9","7.5","0.82","2.2","3.60","23.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-17","22.3","7.3","0.04","0.11","0.26","29.8","160","30","2","-6666","-6666","-6666","74","65","17","5","0",,,,,,,,"38.4","8.0","49.6","9.9","27.3","7.4","0.88","2.3","3.66","23.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-18","22.4","7.3","0.04","0.11","0.26","29.8","161","30","2","-6666","-6666","-6666","72","64","17","5","0",,,,,,,,"38.8","7.9","50.0","9.9","27.6","7.2","0.93","2.4","3.71","23.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-19","22.4","7.3","0.04","0.11","0.26","29.9","162","30","2","-6666","-6666","-6666","71","63","17","5","0",,,,,,,,"39.2","7.8","50.4","9.8","28.0","7.1","0.99","2.5","3.77","23.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-20","22.5","7.4","0.04","0.11","0.26","29.9","163","30","3","-6666","-6666","-6666","70","62","17","5","0",,,,,,,,"39.5","7.7","50.8","9.8","28.3","7.0","1.04","2.6","3.82","23.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-21","22.6","7.4","0.04","0.11","0.26","29.9","164","31","3","-6666","-6666","-6666","68","61","17","5","0",,,,,,,,"39.9","7.6","51.2","9.8","28.6","6.8","1.10","2.7","3.88","23.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-22","22.6","7.5","0.04","0.11","0.27","30.0","165","31","3","-6666","-6666","-6666","67","60","16","5","0",,,,,,,,"40.2","7.5","51.5","9.8","28.9","6.7","1.16","2.8","3.94","23.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-23","22.7","7.5","0.04","0.11","0.27","30.1","166","31","3","-6666","-6666","-6666","65","59","16","5","0",,,,,,,,"40.5","7.4","51.9","9.8","29.2","6.6","1.22","2.9","4.00","23.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-24","22.8","7.5","0.04","0.11","0.27","30.1","168","31","3","-6666","-6666","-6666","64","57","16","5","0",,,,,,,,"40.9","7.4","52.3","9.7","29.5","6.5","1.28","3.0","4.06","23.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-25","22.9","7.6","0.04","0.11","0.26","30.2","169","31","3","-6666","-6666","-6666","63","56","16","5","0",,,,,,,,"41.2","7.3","52.6","9.7","29.7","6.4","1.34","3.1","4.12","24.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-26","23.0","7.6","0.04","0.12","0.26","30.3","170","31","3","-6666","-6666","-6666","61","56","16","5","0",,,,,,,,"41.5","7.3","53.0","9.8","30.0","6.3","1.40","3.3","4.18","24.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-27","23.1","7.6","0.04","0.12","0.27","30.4","171","31","3","-6666","-6666","-6666","60","55","16","5","0",,,,,,,,"41.8","7.3","53.3","9.8","30.2","6.2","1.46","3.4","4.24","24.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-28","23.2","7.6","0.04","0.12","0.27","30.5","173","31","3","-6666","-6666","-6666","59","54","15","5","0",,,,,,,,"42.0","7.2","53.6","9.8","30.5","6.1","1.52","3.5","4.30","24.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-29","23.3","7.7","0.04","0.12","0.26","30.7","174","31","3","-6666","-6666","-6666","59","53","15","5","0",,,,,,,,"42.3","7.2","53.9","9.8","30.7","6.1","1.59","3.6","4.37","24.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-30","23.4","7.7","0.04","0.12","0.26","30.8","175","31","3","-6666","-6666","-6666","58","53","15","5","0",,,,,,,,"42.6","7.2","54.3","9.9","30.9","6.0","1.65","3.7","4.43","24.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","03-31","23.5","7.7","0.04","0.12","0.26","30.9","176","31","3","-6666","-6666","-6666","57","52","15","4","0",,,,,,,,"42.8","7.2","54.6","9.9","31.1","6.0","1.71","3.8","4.49","24.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","04-01","23.6","7.8","0.04","0.12","0.26","31.0","177","31","3","-6666","-6666","-6666","56","51","15","4","0",,,,,,,,"43.1","7.2","54.9","9.9","31.3","6.0","0.06","0.1","4.55","24.8"
