"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DLY-DUTR-NORMAL","DLY-DUTR-STDDEV","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","DLY-TAVG-NORMAL","DLY-TAVG-STDDEV","DLY-TMAX-NORMAL","DLY-TMAX-STDDEV","DLY-TMIN-NORMAL","DLY-TMIN-STDDEV","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-08","31.6","9.0","0.03","0.12","0.32","23.7","139","35","6","-6666","-6666","-6666","8","5","1","0","0",,,,,,,,"51.1","6.7","66.9","9.9","35.3","5.6","0.46","0.0","13.06","27.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-09","31.4","9.0","0.03","0.12","0.32","23.7","139","34","6","-6666","-6666","-6666","9","6","1","0","0",,,,,,,,"50.7","6.7","66.4","9.8","35.0","5.6","0.51","0.0","13.11","27.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-10","31.3","9.0","0.03","0.12","0.32","23.7","139","34","6","-6666","-6666","-6666","10","6","2","0","0",,,,,,,,"50.3","6.6","65.9","9.8","34.7","5.6","0.57","0.0","13.17","27.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-11","31.1","9.0","0.04","0.12","0.31","23.8","139","34","6","-6666","-6666","-6666","11","7","2","0","0",,,,,,,,"49.9","6.6","65.5","9.8","34.4","5.6","0.63","0.0","13.23","27.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-12","30.9","9.0","0.04","0.12","0.31","23.9","140","34","6","-6666","-6666","-6666","13","8","2","0","0",,,,,,,,"49.6","6.6","65.0","9.8","34.1","5.7","0.68","0.0","13.28","27.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-13","30.7","9.0","0.04","0.12","0.31","24.0","141","33","6","-6666","-6666","-6666","14","9","2","0","0",,,,,,,,"49.2","6.6","64.5","9.7","33.8","5.7","0.74","0.0","13.34","27.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-14","30.5","8.9","0.04","0.12","0.31","24.2","142","33","6","-6666","-6666","-6666","15","9","2","1","0",,,,,,,,"48.8","6.6","64.1","9.7","33.5","5.7","0.79","0.1","13.39","27.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-15","30.3","8.9","0.04","0.12","0.30","24.3","142","33","6","-6666","-6666","-6666","16","10","2","1","0",,,,,,,,"48.4","6.7","63.6","9.7","33.3","5.7","0.85","0.1","13.45","27.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-16","30.1","8.9","0.04","0.12","0.30","24.4","142","33","6","-6666","-6666","-6666","17","11","2","1","0",,,,,,,,"48.1","6.7","63.1","9.7","33.0","5.8","0.91","0.1","13.51","27.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-17","29.9","8.9","0.04","0.12","0.30","24.5","143","32","6","-6666","-6666","-6666","19","12","3","1","0",,,,,,,,"47.7","6.7","62.6","9.7","32.7","5.8","0.96","0.1","13.56","27.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-18","29.6","8.9","0.04","0.12","0.29","24.7","143","32","6","-6666","-6666","-6666","20","13","3","1","0",,,,,,,,"47.3","6.7","62.1","9.7","32.5","5.8","1.02","0.2","13.62","27.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-19","29.4","8.9","0.04","0.12","0.29","24.9","143","32","6","-6666","-6666","-6666","21","14","3","1","0",,,,,,,,"46.9","6.7","61.6","9.7","32.2","5.9","1.08","0.2","13.68","27.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-20","29.1","8.8","0.04","0.12","0.29","25.1","144","31","6","-6666","-6666","-6666","22","14","3","1","0",,,,,,,,"46.6","6.7","61.1","9.7","32.0","5.9","1.13","0.2","13.73","27.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-21","28.8","8.8","0.04","0.12","0.28","25.3","144","31","6","-6666","-6666","-6666","24","15","3","1","0",,,,,,,,"46.2","6.8","60.6","9.7","31.8","6.0","1.19","0.3","13.79","27.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-22","28.6","8.8","0.04","0.12","0.28","25.6","145","31","6","-6666","-6666","-6666","25","16","3","1","0",,,,,,,,"45.8","6.8","60.1","9.6","31.5","6.0","1.24","0.3","13.84","27.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-23","28.3","8.8","0.04","0.12","0.27","25.9","146","30","6","-6666","-6666","-6666","26","17","3","1","0",,,,,,,,"45.4","6.8","59.6","9.6","31.3","6.1","1.30","0.4","13.90","27.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-24","28.0","8.7","0.04","0.12","0.27","26.1","147","30","6","-6666","-6666","-6666","28","18","4","1","0",,,,,,,,"45.0","6.8","59.0","9.6","31.0","6.1","1.35","0.4","13.95","27.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-25","27.7","8.7","0.04","0.12","0.27","26.4","147","30","6","-6666","-6666","-6666","29","19","4","1","0",,,,,,,,"44.6","6.8","58.5","9.6","30.8","6.2","1.41","0.4","14.01","27.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-26","27.4","8.7","0.04","0.12","0.26","26.6","148","29","5","-6666","-6666","-6666","30","20","4","1","0",,,,,,,,"44.3","6.9","57.9","9.6","30.6","6.2","1.47","0.5","14.07","27.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-27","27.0","8.7","0.04","0.12","0.26","26.9","149","29","5","-6666","-6666","-6666","32","22","4","1","0",,,,,,,,"43.9","6.9","57.4","9.6","30.3","6.3","1.53","0.5","14.13","27.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-28","26.7","8.7","0.04","0.12","0.25","27.1","150","28","5","-6666","-6666","-6666","33","23","5","1","0",,,,,,,,"43.5","6.9","56.8","9.6","30.1","6.3","1.59","0.6","14.19","27.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-29","26.4","8.6","0.04","0.12","0.25","27.4","151","28","5","-6666","-6666","-6666","35","24","5","2","0",,,,,,,,"43.1","6.9","56.3","9.6","29.9","6.4","1.65","0.6","14.25","27.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-30","26.1","8.6","0.04","0.12","0.25","27.6","152","28","5","-6666","-6666","-6666","36","25","5","2","0",,,,,,,,"42.6","6.9","55.7","9.6","29.6","6.4","1.71","0.7","14.31","27.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","10-31","25.7","8.6","0.04","0.12","0.25","27.9","153","27","4","-6666","-6666","-6666","38","26","6","2","0",,,,,,,,"42.2","6.9","55.1","9.5","29.4","6.5","1.77","0.7","14.37","27.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-01","25.4","8.6","0.04","0.12","0.24","28.1","153","27","4","-6666","-6666","-6666","39","28","6","2","0",,,,,,,,"41.8","7.0","54.5","9.5","29.1","6.5","0.05","0.0","14.42","27.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-02","25.1","8.5","0.04","0.11","0.24","28.3","154","26","4","-6666","-6666","-6666","41","29","6","2","0",,,,,,,,"41.4","7.0","53.9","9.5","28.9","6.6","0.11","0.1","14.48","27.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-03","24.7","8.5","0.04","0.11","0.24","28.5","154","26","4","-6666","-6666","-6666","42","30","6","2","0",,,,,,,,"41.0","7.0","53.3","9.5","28.6","6.6","0.16","0.1","14.53","27.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-04","24.4","8.5","0.04","0.11","0.24","28.8","155","26","4","-6666","-6666","-6666","43","31","7","2","0",,,,,,,,"40.5","7.1","52.7","9.5","28.3","6.7","0.21","0.1","14.58","27.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-05","24.1","8.4","0.04","0.11","0.23","29.0","155","26","4","-6666","-6666","-6666","45","33","7","2","0",,,,,,,,"40.1","7.1","52.1","9.5","28.1","6.8","0.26","0.2","14.63","27.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-06","23.7","8.4","0.04","0.11","0.23","29.3","156","25","4","-6666","-6666","-6666","47","34","7","2","0",,,,,,,,"39.6","7.2","51.5","9.5","27.8","6.9","0.31","0.2","14.68","27.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-07","23.4","8.4","0.04","0.11","0.23","29.5","157","25","3","-6666","-6666","-6666","48","36","8","3","0",,,,,,,,"39.2","7.3","50.9","9.5","27.5","7.0","0.37","0.2","14.74","27.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-08","23.1","8.3","0.04","0.11","0.23","29.8","158","25","3","-6666","-6666","-6666","50","38","8","3","0",,,,,,,,"38.7","7.3","50.3","9.5","27.2","7.1","0.42","0.3","14.79","28.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-09","22.8","8.2","0.04","0.11","0.23","30.0","159","25","3","-6666","-6666","-6666","52","40","9","3","0",,,,,,,,"38.3","7.4","49.6","9.5","26.9","7.2","0.47","0.4","14.84","28.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-10","22.5","8.2","0.04","0.11","0.23","30.1","159","25","3","-6666","-6666","-6666","54","41","9","3","0",,,,,,,,"37.8","7.4","49.0","9.6","26.6","7.3","0.52","0.4","14.89","28.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-11","22.2","8.1","0.04","0.11","0.23","30.3","159","25","3","-6666","-6666","-6666","56","43","10","4","0",,,,,,,,"37.3","7.5","48.4","9.6","26.2","7.4","0.57","0.5","14.94","28.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-12","21.9","8.1","0.04","0.11","0.22","30.4","159","24","3","-6666","-6666","-6666","58","45","10","4","0",,,,,,,,"36.8","7.6","47.8","9.6","25.9","7.5","0.62","0.6","14.99","28.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-13","21.6","8.1","0.04","0.11","0.22","30.5","160","24","3","-6666","-6666","-6666","61","47","11","4","0",,,,,,,,"36.4","7.6","47.2","9.6","25.6","7.6","0.68","0.6","15.05","28.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-14","21.3","8.0","0.04","0.10","0.22","30.6","160","24","3","-6666","-6666","-6666","63","50","12","5","0",,,,,,,,"35.9","7.7","46.5","9.5","25.2","7.7","0.73","0.7","15.10","28.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-15","21.1","8.0","0.04","0.10","0.22","30.7","160","23","3","-6666","-6666","-6666","66","52","12","5","0",,,,,,,,"35.4","7.7","45.9","9.5","24.9","7.8","0.78","0.8","15.15","28.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-16","20.8","7.9","0.04","0.10","0.22","30.8","160","23","2","-6666","-6666","-6666","69","55","13","5","0",,,,,,,,"34.9","7.8","45.3","9.5","24.5","7.9","0.83","0.9","15.20","28.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-17","20.6","7.9","0.04","0.10","0.22","30.8","160","23","2","-6666","-6666","-6666","72","58","14","6","0",,,,,,,,"34.4","7.9","44.7","9.5","24.2","8.0","0.88","1.0","15.25","28.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-18","20.3","7.8","0.04","0.10","0.22","31.0","161","23","2","-6666","-6666","-6666","76","61","15","6","0",,,,,,,,"34.0","7.9","44.1","9.5","23.8","8.2","0.93","1.1","15.30","28.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-19","20.1","7.8","0.04","0.10","0.22","31.0","160","22","2","-6666","-6666","-6666","79","64","16","6","0",,,,,,,,"33.5","8.0","43.5","9.5","23.4","8.3","0.98","1.2","15.35","28.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-20","19.9","7.7","0.04","0.10","0.22","31.1","160","22","2","-6666","-6666","-6666","82","67","18","7","0",,,,,,,,"33.0","8.1","42.9","9.5","23.0","8.4","1.03","1.3","15.40","29.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-21","19.7","7.7","0.04","0.10","0.22","31.2","160","22","2","-6666","-6666","-6666","86","70","19","7","0",,,,,,,,"32.5","8.2","42.4","9.5","22.7","8.5","1.08","1.5","15.45","29.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-22","19.5","7.6","0.04","0.10","0.22","31.3","160","22","2","-6666","-6666","-6666","90","73","20","8","0",,,,,,,,"32.0","8.2","41.8","9.5","22.3","8.6","1.14","1.6","15.51","29.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-23","19.3","7.6","0.04","0.10","0.22","31.4","160","22","2","-6666","-6666","-6666","93","76","21","8","0",,,,,,,,"31.6","8.3","41.2","9.6","21.9","8.8","1.19","1.8","15.56","29.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-24","19.2","7.5","0.03","0.10","0.22","31.5","160","22","2","-6666","-6666","-6666","97","80","22","8","0",,,,,,,,"31.1","8.4","40.7","9.6","21.5","8.9","1.24","2.0","15.61","29.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-25","19.0","7.5","0.03","0.10","0.22","31.6","159","22","2","-6666","-6666","-6666","101","83","23","9","0",,,,,,,,"30.7","8.5","40.2","9.6","21.1","9.0","1.28","2.2","15.65","29.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-26","18.9","7.5","0.03","0.10","0.22","31.7","159","21","2","1.0","1.3","2.8","104","86","25","9","0",,,,,,,,"30.2","8.6","39.7","9.6","20.7","9.2","1.33","2.4","15.70","30.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-27","18.8","7.4","0.03","0.10","0.21","31.7","158","21","2","1.0","1.3","2.8","108","89","26","10","0",,,,,,,,"29.8","8.7","39.2","9.7","20.4","9.3","1.38","2.5","15.75","30.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-28","18.7","7.4","0.03","0.09","0.21","31.8","158","21","2","1.0","1.3","2.8","112","92","27","10","0",,,,,,,,"29.3","8.8","38.7","9.7","20.0","9.5","1.43","2.7","15.80","30.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-29","18.6","7.3","0.03","0.09","0.21","31.8","158","21","2","1.0","1.3","2.8","116","95","28","11","0",,,,,,,,"28.9","8.9","38.2","9.7","19.6","9.6","1.47","3.0","15.84","30.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","11-30","18.5","7.3","0.03","0.09","0.21","31.8","158","21","2","1.0","1.3","2.8","119","98","29","11","0",,,,,,,,"28.5","9.0","37.7","9.7","19.3","9.7","1.52","3.2","15.89","30.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-01","18.4","7.2","0.03","0.09","0.21","31.8","157","21","2","1.0","1.3","2.8","122","101","30","11","0",,,,,,,,"28.1","9.1","37.3","9.8","18.9","9.9","0.05","0.3","15.94","31.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-02","18.3","7.2","0.03","0.09","0.21","31.8","157","21","2","1.0","1.3","2.8","126","104","32","12","0",,,,,,,,"27.7","9.2","36.9","9.8","18.5","10.0","0.11","0.6","16.00","31.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-03","18.3","7.2","0.03","0.09","0.22","31.8","157","21","2","1.0","1.4","2.8","129","107","33","12","0",,,,,,,,"27.3","9.3","36.5","9.9","18.2","10.1","0.16","0.9","16.05","31.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-04","18.2","7.1","0.03","0.09","0.22","31.8","156","20","2","1.0","1.4","2.8","132","110","34","13","0",,,,,,,,"27.0","9.4","36.1","9.9","17.9","10.3","0.21","1.2","16.10","32.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-05","18.2","7.1","0.03","0.09","0.22","31.8","156","20","2","1.0","1.3","2.8","136","113","35","13","0",,,,,,,,"26.6","9.5","35.7","9.9","17.5","10.4","0.26","1.5","16.15","32.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-06","18.1","7.1","0.03","0.09","0.22","31.9","155","20","1","1.0","1.3","2.9","139","115","36","14","0",,,,,,,,"26.3","9.6","35.4","10.0","17.2","10.5","0.31","1.8","16.20","32.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-07","18.1","7.1","0.03","0.09","0.22","31.9","155","20","1","1.0","1.3","2.9","142","118","37","14","0",,,,,,,,"26.0","9.6","35.0","10.0","16.9","10.6","0.37","2.2","16.26","33.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-08","18.1","7.1","0.03","0.09","0.22","31.9","154","20","1","1.0","1.3","2.9","145","120","38","14","0",,,,,,,,"25.7","9.7","34.7","10.0","16.6","10.7","0.42","2.5","16.31","33.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-09","18.1","7.1","0.03","0.09","0.22","31.9","154","20","1","1.0","1.3","2.9","148","123","39","14","0",,,,,,,,"25.4","9.8","34.4","10.1","16.3","10.8","0.47","2.9","16.36","33.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-10","18.1","7.1","0.03","0.09","0.22","32.0","154","20","1","1.0","1.3","2.9","151","126","40","14","0",,,,,,,,"25.1","9.8","34.1","10.1","16.1","10.9","0.52","3.2","16.41","34.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-11","18.1","7.0","0.03","0.09","0.22","32.0","154","20","1","1.0","1.3","2.9","154","128","41","15","0",,,,,,,,"24.8","9.9","33.9","10.1","15.8","11.0","0.57","3.6","16.46","34.5"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-12","18.1","7.0","0.03","0.09","0.22","32.1","153","20","1","1.0","1.3","2.9","157","131","42","15","0",,,,,,,,"24.6","10.0","33.6","10.2","15.6","11.1","0.62","4.0","16.51","34.9"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-13","18.0","7.0","0.03","0.09","0.22","32.2","153","20","1","1.0","1.3","3.0","159","133","43","15","0",,,,,,,,"24.3","10.1","33.4","10.2","15.3","11.2","0.67","4.4","16.56","35.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-14","18.0","7.0","0.03","0.09","0.22","32.2","153","20","1","1.0","1.3","3.0","162","135","44","15","0",,,,,,,,"24.1","10.1","33.2","10.3","15.1","11.3","0.72","4.7","16.61","35.6"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-15","18.1","7.0","0.03","0.09","0.22","32.3","153","20","1","1.0","1.3","3.0","164","137","44","15","0",,,,,,,,"23.9","10.2","32.9","10.3","14.9","11.4","0.76","5.1","16.65","36.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-16","18.1","7.0","0.03","0.09","0.22","32.3","152","20","1","1.0","1.3","3.0","166","139","45","16","0",,,,,,,,"23.7","10.3","32.8","10.4","14.7","11.4","0.82","5.5","16.71","36.3"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-17","18.1","7.1","0.03","0.09","0.22","32.3","152","20","1","1.0","1.3","3.0","168","141","45","16","0",,,,,,,,"23.6","10.3","32.6","10.4","14.5","11.5","0.87","5.8","16.76","36.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-18","18.1","7.1","0.03","0.09","0.22","32.3","152","20","1","1.0","1.2","2.9","170","142","46","16","-5555",,,,,,,,"23.4","10.4","32.4","10.5","14.4","11.6","0.92","6.2","16.81","37.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-19","18.1","7.1","0.03","0.09","0.22","32.3","152","20","1","1.0","1.2","2.9","172","144","46","16","-5555",,,,,,,,"23.2","10.4","32.3","10.5","14.2","11.6","0.97","6.5","16.86","37.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-20","18.1","7.1","0.03","0.09","0.22","32.3","152","20","1","1.0","1.2","2.9","174","145","46","16","-5555",,,,,,,,"23.1","10.5","32.1","10.5","14.1","11.7","1.02","6.9","16.91","37.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-21","18.1","7.1","0.03","0.09","0.22","32.2","152","20","1","1.0","1.2","2.8","175","146","46","16","-5555",,,,,,,,"23.0","10.5","32.0","10.6","13.9","11.8","1.07","7.2","16.96","38.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-22","18.1","7.1","0.03","0.09","0.22","32.2","152","20","1","1.0","1.2","2.8","176","147","46","16","-5555",,,,,,,,"22.9","10.6","31.9","10.6","13.8","11.8","1.12","7.5","17.01","38.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-23","18.1","7.1","0.03","0.09","0.22","32.2","151","20","1","1.0","1.2","2.8","178","148","46","16","-5555",,,,,,,,"22.8","10.6","31.8","10.6","13.7","11.9","1.17","7.8","17.06","38.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-24","18.1","7.1","0.03","0.09","0.22","32.1","151","20","1","1.0","1.1","2.7","179","148","46","16","-5555",,,,,,,,"22.7","10.7","31.7","10.7","13.6","11.9","1.22","8.1","17.11","39.0"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-25","18.1","7.1","0.03","0.09","0.22","32.0","150","20","1","1.0","1.1","2.7","180","149","45","16","-5555",,,,,,,,"22.6","10.7","31.6","10.7","13.5","12.0","1.27","8.5","17.16","39.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-26","18.1","7.1","0.03","0.09","0.22","31.9","150","20","1","1.0","1.1","2.7","181","150","45","16","-5555",,,,,,,,"22.5","10.8","31.5","10.7","13.5","12.0","1.32","8.8","17.21","39.7"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-27","18.1","7.2","0.03","0.09","0.22","31.9","149","20","1","1.0","1.1","2.6","183","150","45","16","-5555",,,,,,,,"22.4","10.9","31.5","10.8","13.4","12.1","1.37","9.2","17.26","40.1"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-28","18.0","7.2","0.03","0.09","0.22","31.9","149","20","1","1.0","1.1","2.6","184","151","45","16","-5555",,,,,,,,"22.4","10.9","31.4","10.8","13.3","12.2","1.42","9.6","17.31","40.4"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-29","18.0","7.2","0.03","0.09","0.22","31.9","148","20","2","1.0","1.1","2.6","185","152","45","16","-5555",,,,,,,,"22.3","11.0","31.3","10.9","13.3","12.2","1.48","9.9","17.37","40.8"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-30","18.0","7.2","0.03","0.09","0.21","32.0","148","21","2","1.0","1.1","2.5","187","153","45","16","-5555",,,,,,,,"22.2","11.0","31.3","10.9","13.2","12.3","1.53","10.3","17.42","41.2"
"USC00425182","LOGAN RADIO KVNU, UT US","41.735","-111.8564","1364.0","12-31","18.0","7.2","0.03","0.08","0.21","32.0","148","21","2","1.0","1.0","2.5","188","154","44","16","-5555",,,,,,,,"22.2","11.0","31.2","10.9","13.2","12.3","1.58","10.7","17.47","41.6"
"USC00425186","LOGAN UTAH ST U, UT US","41.7456","-111.8033","1460.0","01-01","15.4","5.4","0.04","0.08","0.22","35.3","164","31","4","0.4","1.0","2.3","293","164","57","24","3","3","5","8","743","572","433","124","24.3","10.0","32.0","9.8","16.6","11.0","0.07","0.5","0.07","0.5"
"USC00425186","LOGAN UTAH ST U, UT US","41.7456","-111.8033","1460.0","01-02","15.4","5.4","0.04","0.08","0.22","35.2","163","31","4","0.4","1.0","2.3","293","164","56","23","3","3","5","8","747","579","441","127","24.3","10.1","32.0","9.8","16.6","11.0","0.13","1.0","0.13","1.0"
"USC00425186","LOGAN UTAH ST U, UT US","41.7456","-111.8033","1460.0","01-03","15.4","5.4","0.04","0.08","0.22","35.2","162","31","4","0.4","1.0","2.3","293","163","55","23","3","3","5","8","751","585","449","129","24.3","10.1","32.0","9.9","16.6","11.0","0.20","1.5","0.20","1.5"
"USC00425186","LOGAN UTAH ST U, UT US","41.7456","-111.8033","1460.0","01-04","15.4","5.4","0.04","0.08","0.22","35.2","161","30","4","0.4","1.0","2.2","293","162","54","23","3","3","5","8","754","592","456","131","24.3","10.1","32.0","9.9","16.6","11.0","0.26","2.0","0.26","2.0"
"USC00425186","LOGAN UTAH ST U, UT US","41.7456","-111.8033","1460.0","01-05","15.3","5.4","0.04","0.08","0.21","35.2","160","30","4","0.4","1.0","2.2","293","162","53","22","3","3","5","8","757","598","464","134","24.3","10.1","32.0","9.9","16.6","11.1","0.32","2.4","0.32","2.4"
"USC00425186","LOGAN UTAH ST U, UT US","41.7456","-111.8033","1460.0","01-06","15.3","5.4","0.04","0.08","0.21","35.1","160","30","4","0.4","1.0","2.2","293","161","53","22","3","3","5","8","760","604","471","136","24.3","10.1","32.0","9.9","16.6","11.1","0.38","2.8","0.38","2.8"
